#{"t_start": 1785500034.6120386, "env_id": "DriverFatigue-v0"}
r,l,t
95.039002,50,0.064589
192.16338,50,0.103145
156.385567,50,0.15025
132.910269,50,0.205069
165.04559,50,0.228777
105.746408,50,0.241869
178.879667,50,0.271194
195.651762,50,0.289028
88.297626,50,0.325917
155.961905,50,0.341386
226.602547,50,0.627619
240.003238,50,0.653078
175.347976,50,0.67872
239.096174,50,0.70386
96.143232,50,0.729629
151.909595,50,0.755117
182.791368,50,0.784195
183.910771,50,0.814409
240.565993,50,0.835227
181.44811,50,0.853027
260.166653,50,1.049852
209.05952,50,1.078074
186.641673,50,1.131523
231.435583,50,1.179849
238.607443,50,1.219363
243.736085,50,1.245052
200.522631,50,1.261478
214.254332,50,1.293811
210.858734,50,1.316963
238.454164,50,1.328026
210.657869,50,1.513081
159.885396,50,1.545303
215.609399,50,1.600044
247.077332,50,1.65626
212.220345,50,1.698198
224.340739,50,1.724992
248.731832,50,1.741637
171.631972,50,1.768357
285.560662,50,1.788656
232.058389,50,1.808552
255.184479,50,2.013138
236.510207,50,2.069507
268.294397,50,2.121515
222.07111,50,2.173258
285.094992,50,2.209621
184.932852,50,2.23848
262.35064,50,2.259555
264.189974,50,2.281698
304.011267,50,2.301353
208.847269,50,2.319618
209.045904,50,2.336131
220.520107,50,2.540718
233.962765,50,2.57173
235.699747,50,2.610208
164.270651,50,2.65755
254.205809,50,2.71246
253.738032,50,2.741839
143.559385,50,2.766366
251.769771,50,2.777087
249.786517,50,2.812023
249.286434,50,2.834218
210.492534,50,3.041478
228.64954,50,3.09505
247.859455,50,3.146915
238.231516,50,3.194232
93.562522,50,3.226739
237.545918,50,3.241787
275.710275,50,3.269134
242.618659,50,3.28752
214.21142,50,3.305463
187.335358,50,3.328224
178.355004,50,3.513582
274.937984,50,3.539732
155.40661,50,3.584729
282.135471,50,3.62591
71.838813,50,3.678366
114.761557,50,3.706204
282.6799,50,3.725858
266.005958,50,3.743423
255.156235,50,3.776339
151.118321,50,3.797643
210.242792,50,3.984139
249.21099,50,4.009821
246.353965,50,4.036304
234.277253,50,4.077295
249.106666,50,4.1294
288.800843,50,4.169804
211.443904,50,4.190778
238.322236,50,4.20986
293.29152,50,4.237715
197.096486,50,4.256881
180.460008,50,4.276078
201.521374,50,4.523954
231.235447,50,4.580519
262.497535,50,4.621269
211.89419,50,4.649079
258.265659,50,4.68152
242.271797,50,4.693872
238.213196,50,4.728178
237.890416,50,4.751605
233.642219,50,4.781541
216.077617,50,4.808309
235.37184,50,5.077052
193.777239,50,5.110022
263.721666,50,5.145461
156.385317,50,5.202473
232.502168,50,5.257467
184.157794,50,5.275768
246.212404,50,5.311995
254.274089,50,5.33402
