#{"t_start": 1785489672.5452828, "env_id": "DriverFatigue-v0"}
r,l,t
95.039002,50,0.147402
192.16338,50,0.220269
156.385567,50,0.683982
157.963947,50,0.792928
190.306714,50,0.888101
209.593991,50,1.451432
205.930601,50,1.561772
222.770544,50,2.073011
182.092366,50,2.18184
215.466097,50,2.279179
266.258134,50,2.844707
254.9814,50,2.944316
245.615809,50,3.440092
252.919781,50,3.546019
137.403475,50,3.64329
225.19465,50,4.116049
202.187789,50,4.20396
246.611077,50,4.708322
261.557731,50,4.797138
238.429905,50,4.881598
243.713606,50,5.375776
257.969489,50,5.463846
208.240345,50,5.560268
14.799918,50,6.116053
264.121789,50,6.218831
145.632555,50,6.732864
232.528647,50,6.830179
239.246539,50,6.912992
132.919145,50,7.446115
158.832728,50,7.558083
240.729169,50,8.247116
163.984923,50,8.338461
230.065868,50,8.443017
248.181737,50,9.122659
220.181362,50,9.230265
240.158729,50,9.838917
250.196199,50,9.94807
141.803035,50,10.053166
277.106333,50,10.680978
238.02836,50,10.777122
257.066073,50,11.504288
89.465151,50,11.671809
274.328974,50,11.843491
193.953744,50,12.699036
278.05824,50,12.809037
154.610935,50,12.922463
264.10195,50,13.53341
249.279423,50,13.620269
306.380382,50,14.088222
180.585322,50,14.173673
237.711524,50,14.26458
192.787184,50,14.761234
230.064754,50,14.862931
244.866977,50,15.870937
219.960514,50,15.988215
248.187343,50,16.074975
175.015637,50,16.910992
149.575093,50,17.022711
236.891579,50,17.891033
251.109598,50,18.021224
241.638327,50,18.158059
196.869442,50,18.89076
229.674028,50,18.996243
171.658122,50,19.09578
275.3011,50,20.029881
96.824206,50,20.146771
256.928229,50,20.852745
258.452139,50,20.969173
243.007335,50,21.07421
214.716345,50,21.780079
206.157419,50,21.87635
133.458674,50,22.467817
276.771929,50,22.577028
261.530664,50,22.663669
257.096332,50,23.265693
122.486038,50,23.36465
129.523761,50,23.917052
260.309471,50,24.044327
241.958357,50,24.135982
228.215838,50,24.743768
124.356111,50,24.84279
197.881205,50,25.40918
248.152396,50,25.505808
255.111742,50,25.603207
183.62426,50,26.200261
266.140791,50,26.304309
292.031635,50,26.400148
212.82774,50,26.967376
243.496509,50,27.070537
274.011605,50,27.618569
175.29538,50,27.716355
174.307246,50,27.81183
180.141063,50,28.382937
246.423399,50,28.478068
279.700066,50,29.016188
264.239279,50,29.121437
274.831731,50,29.232034
265.933737,50,29.836489
266.421911,50,29.934755
281.956037,50,30.455049
235.792586,50,30.558219
241.471607,50,30.664174
162.506838,50,31.214118
39.208337,50,31.304937
289.979102,50,31.839781
195.232382,50,31.954048
240.221346,50,32.049793
195.453703,50,32.574487
230.61779,50,32.664792
280.164527,50,32.752741
171.89381,50,33.344692
208.247522,50,33.453944
223.697206,50,33.950007
261.211453,50,34.045204
230.546481,50,34.162001
173.811981,50,34.70596
256.11513,50,34.805739
53.56713,50,35.31087
228.485887,50,35.41609
250.268127,50,35.513837
227.746655,50,36.034288
275.59724,50,36.150751
238.106266,50,36.656066
232.422702,50,36.757005
230.414378,50,36.860154
102.945318,50,37.375096
240.987949,50,37.482803
256.826269,50,37.58509
195.341789,50,38.131377
213.124123,50,38.228107
195.678009,50,38.769243
250.716808,50,38.877152
245.507912,50,38.974801
111.375531,50,39.656806
216.18378,50,39.769186
193.490573,50,40.438963
272.905272,50,40.536334
211.937479,50,40.634319
267.317228,50,41.385914
113.515453,50,41.506569
122.191731,50,42.352957
232.738125,50,42.449082
229.43387,50,42.545946
257.212366,50,43.294655
170.390912,50,43.400025
197.003871,50,43.871252
257.32291,50,43.948938
196.277321,50,44.026549
178.034752,50,44.454621
59.40083,50,44.54041
230.531033,50,44.626241
231.390583,50,45.116801
213.480171,50,45.214253
244.465904,50,45.715947
276.579738,50,45.798925
291.863043,50,45.890864
176.976419,50,46.560482
266.561599,50,46.719079
141.158631,50,47.5784
242.677057,50,47.693969
270.503449,50,47.803221
258.980145,50,48.544414
233.874931,50,48.660565
109.212328,50,49.524722
248.422628,50,49.650995
213.008946,50,49.760305
204.882002,50,50.473384
242.312311,50,50.580039
232.80588,50,51.437299
267.101099,50,51.539064
283.385851,50,51.661285
247.242824,50,52.258971
186.130388,50,52.355854
239.196953,50,52.444165
199.669613,50,52.994798
154.915102,50,53.114375
235.82112,50,53.711089
157.223934,50,53.809977
224.29193,50,53.89928
277.306525,50,54.436507
273.869951,50,54.545141
245.873713,50,55.037125
