#{"t_start": 1785490409.6095703, "env_id": "DriverFatigue-v0"}
r,l,t
95.039002,50,0.228588
192.16338,50,0.315585
156.385567,50,0.414515
132.910269,50,0.579901
165.04559,50,0.672137
185.155984,50,1.690956
199.151131,50,1.839764
205.369142,50,1.918678
123.616274,50,2.013058
210.211756,50,2.122186
255.336288,50,2.900417
253.245116,50,2.999391
227.508275,50,3.088091
259.317634,50,3.18222
156.640902,50,3.276038
228.425349,50,4.035412
215.986182,50,4.131483
262.590827,50,4.215157
258.152514,50,4.291437
254.296171,50,4.372283
242.866467,50,5.118914
256.735191,50,5.326637
205.919135,50,5.479637
-27.657041,50,5.589866
270.678277,50,5.681473
193.63712,50,6.190412
240.291014,50,6.274536
239.246539,50,6.358698
144.919142,50,6.446768
194.027673,50,6.527913
240.151192,50,6.979661
210.169371,50,7.061169
259.577545,50,7.138716
253.587338,50,7.222665
245.536058,50,7.291603
251.784212,50,7.804278
174.477876,50,7.893208
147.307251,50,7.978781
249.31026,50,8.073424
238.541142,50,8.174152
214.047415,50,9.143098
155.942653,50,9.293404
278.058868,50,9.38717
158.224548,50,9.478469
264.998645,50,9.572117
141.823325,50,9.680119
263.674139,50,10.571677
280.794104,50,10.681095
305.705137,50,10.758918
193.096856,50,10.851151
174.908035,50,10.95139
208.186622,50,11.749164
256.867499,50,11.845927
240.330518,50,11.928802
155.251695,50,12.013329
238.47234,50,12.112721
255.17036,50,12.889856
153.898854,50,13.016933
255.885291,50,13.10149
269.21696,50,13.242574
256.114563,50,13.322384
209.158419,50,14.216504
253.176552,50,14.39517
185.828767,50,14.574317
270.284289,50,14.726195
108.082884,50,14.841195
262.258184,50,15.364136
269.518828,50,15.44037
205.212233,50,15.52451
198.240951,50,15.596464
177.319949,50,15.656899
149.037409,50,16.029789
274.101186,50,16.099984
179.921288,50,16.165518
294.648959,50,16.230294
-74.95787,50,16.301135
176.565575,50,16.650217
264.828855,50,16.738319
247.302125,50,16.825345
253.11558,50,16.905218
93.398739,50,16.972186
226.260794,50,17.595721
262.178411,50,17.697005
222.946493,50,17.790018
208.371825,50,17.866491
252.707462,50,17.949884
350.643488,50,18.024369
177.755023,50,18.510449
285.894642,50,18.601795
290.371999,50,18.682321
225.44403,50,18.769031
210.445836,50,18.853734
166.697911,50,19.295535
236.070082,50,19.415204
282.061095,50,19.495733
204.363166,50,19.57221
214.174542,50,19.666992
240.220284,50,20.118014
253.509336,50,20.211694
283.030701,50,20.308905
227.073282,50,20.388308
265.371723,50,20.467894
232.075865,50,20.913226
252.767002,50,20.99142
175.779866,50,21.088073
267.001119,50,21.154967
227.557709,50,21.241791
189.524024,50,21.777297
273.77266,50,21.912268
292.113895,50,22.012543
256.18291,50,22.105371
228.125794,50,22.19043
222.130131,50,22.7652
184.046528,50,22.871675
254.814334,50,22.956681
259.909678,50,23.060183
279.886351,50,23.151196
210.971328,50,23.688476
235.789104,50,23.809042
285.145644,50,23.898941
125.511062,50,23.991053
264.966393,50,24.058806
230.561442,50,24.551438
248.55781,50,24.649685
315.587389,50,24.756625
219.848244,50,24.844448
249.341802,50,24.923557
252.737095,50,24.99966
244.529809,50,25.512187
248.31366,50,25.622287
257.827236,50,25.704288
275.10788,50,25.783031
268.411911,50,25.881408
186.167393,50,26.424256
253.352451,50,26.520082
229.08451,50,26.588632
241.299767,50,26.672486
167.657678,50,26.755685
292.411984,50,27.235757
215.053482,50,27.318317
265.174373,50,27.39391
256.644611,50,27.47111
241.045689,50,27.540202
238.027214,50,28.022497
241.598959,50,28.12703
213.828945,50,28.206418
266.730793,50,28.279633
274.120433,50,28.353379
255.729585,50,28.817442
283.987008,50,28.922458
279.929509,50,29.01411
258.084654,50,29.099069
280.706434,50,29.164476
309.319712,50,29.620144
326.916781,50,29.72004
312.140107,50,29.81152
251.910394,50,29.897922
289.499555,50,29.968354
285.558275,50,30.48918
251.113225,50,30.580725
308.700613,50,30.673404
295.154687,50,30.755655
260.465419,50,30.83996
297.423362,50,31.312353
299.866841,50,31.391302
284.299534,50,31.496333
286.924987,50,31.572186
255.066172,50,31.642103
224.868153,50,32.106593
277.192002,50,32.196332
311.03665,50,32.286041
304.547846,50,32.374419
277.287137,50,32.470391
234.845814,50,32.559541
230.532971,50,33.038269
228.804971,50,33.143076
246.926451,50,33.220397
264.640532,50,33.291517
276.362654,50,33.378521
288.894952,50,34.092357
289.712101,50,34.208752
263.635963,50,34.288929
303.844853,50,34.399463
319.352541,50,34.49242
242.064767,50,35.161411
251.800575,50,35.257961
275.190681,50,35.345819
297.714009,50,35.457874
300.030387,50,35.584119
293.515173,50,36.386077
288.531669,50,36.524157
246.027288,50,36.725559
166.97522,50,36.858249
267.698934,50,36.972138
238.524259,50,37.474364
276.262588,50,37.560004
246.419326,50,37.638216
279.692347,50,37.718659
264.967664,50,37.798753
254.796638,50,38.257053
291.457624,50,38.335876
200.418464,50,38.409756
289.518213,50,38.488004
309.627111,50,38.569869
290.335001,50,39.090138
277.511162,50,39.181268
266.249482,50,39.266389
330.457859,50,39.341385
299.493072,50,39.432131
302.835066,50,40.245476
286.057357,50,40.336494
335.636697,50,40.436105
304.82852,50,40.515688
304.720016,50,40.611314
249.332151,50,40.734254
284.44849,50,41.481536
303.216857,50,41.576644
286.33065,50,41.664367
274.230855,50,41.76558
280.435908,50,41.849966
254.193552,50,42.718071
276.419987,50,42.845096
268.986505,50,42.924126
271.266915,50,43.04999
279.712259,50,43.148545
267.370624,50,43.968122
274.381475,50,44.055714
295.873406,50,44.1442
289.943751,50,44.229772
302.352464,50,44.358357
334.316766,50,45.138
291.417719,50,45.218212
275.890342,50,45.312369
275.207473,50,45.379446
258.447576,50,45.462348
289.837183,50,46.229665
234.110794,50,46.452242
265.134423,50,46.61645
310.987631,50,46.759979
296.22557,50,46.861248
251.787164,50,47.356736
230.538599,50,47.444824
255.985358,50,47.528642
306.887552,50,47.607827
284.149377,50,47.681454
291.252095,50,48.145679
281.201946,50,48.226516
312.983193,50,48.303288
279.472352,50,48.383012
285.931654,50,48.456342
296.825722,50,48.955101
291.932679,50,49.051508
290.525237,50,49.133738
278.638782,50,49.215455
202.889885,50,49.297086
207.155504,50,49.374788
294.306649,50,50.266702
313.084712,50,50.386295
300.953435,50,50.469703
281.576001,50,50.55676
277.382641,50,50.641382
293.035302,50,51.335864
288.769916,50,51.457254
279.79987,50,51.559819
287.257772,50,51.668141
265.49842,50,51.786908
289.858056,50,52.604563
252.212142,50,52.74889
329.718763,50,52.857149
293.992468,50,52.933311
254.01631,50,53.037197
300.391373,50,53.956662
279.237342,50,54.070296
270.727176,50,54.199953
254.060814,50,54.281446
295.15567,50,54.38288
300.025664,50,55.371129
303.607658,50,55.482713
305.099441,50,55.566557
283.836539,50,55.646932
302.026976,50,55.749987
310.155252,50,56.484371
306.039172,50,56.761246
334.910038,50,56.919763
329.135891,50,57.036714
289.018161,50,57.128699
304.079712,50,57.643069
298.827755,50,57.729717
310.84608,50,57.830562
282.551184,50,57.915384
329.771551,50,57.984608
275.069003,50,58.43336
302.157813,50,58.514079
307.720969,50,58.597143
283.181902,50,58.67327
277.758991,50,58.74253
299.324609,50,59.275279
293.225789,50,59.369444
322.091389,50,59.468996
268.538957,50,59.564185
273.25184,50,59.662173
305.135993,50,59.778777
303.848138,50,60.608026
295.566985,50,60.703768
322.24718,50,60.781093
317.324941,50,60.906378
302.162791,50,60.987988
291.979517,50,61.785897
271.030139,50,61.904469
317.803272,50,61.982496
297.873868,50,62.048163
303.933296,50,62.130271
338.136398,50,62.976975
342.637985,50,63.11801
320.328378,50,63.185722
297.269571,50,63.292906
287.759519,50,63.402158
304.763844,50,64.215441
332.373988,50,64.340851
316.32348,50,64.490142
346.675101,50,64.598218
310.620509,50,64.711542
317.856032,50,65.508265
308.214487,50,65.625134
250.012077,50,65.735708
288.227896,50,65.826403
269.872288,50,65.917239
261.167,50,66.682799
297.295841,50,66.899931
270.738198,50,67.066552
337.768614,50,67.193189
312.181079,50,67.304376
314.540563,50,67.881314
337.461502,50,67.967943
325.259393,50,68.049735
312.812382,50,68.136219
334.22809,50,68.211432
332.984708,50,68.669874
310.565728,50,68.746408
298.978399,50,68.827962
297.469377,50,68.901008
315.411135,50,69.008714
286.540071,50,69.131502
318.645512,50,69.946865
306.041269,50,70.02429
309.430562,50,70.112072
316.360678,50,70.216181
303.501285,50,70.323293
301.481997,50,71.076334
351.767105,50,71.184374
299.25971,50,71.2671
324.123695,50,71.338317
305.444827,50,71.429686
322.334949,50,72.220205
324.10579,50,72.342863
332.118224,50,72.41208
281.486787,50,72.502448
313.533784,50,72.586096
335.380023,50,73.539835
309.968353,50,73.683057
341.266055,50,73.790391
339.252216,50,73.903489
263.773352,50,74.037188
283.485928,50,74.77823
356.542784,50,74.879381
301.261598,50,74.976161
348.055062,50,75.051542
328.394724,50,75.155304
356.017098,50,75.887872
338.05652,50,75.9982
327.266261,50,76.079839
306.163231,50,76.144679
332.47694,50,76.235564
308.561478,50,76.978082
259.66791,50,77.142309
322.213473,50,77.318022
328.250475,50,77.461947
339.217525,50,77.580186
319.037888,50,78.141415
321.898091,50,78.226242
314.922069,50,78.302451
344.347599,50,78.389113
352.261849,50,78.47157
299.369721,50,78.555471
305.710205,50,79.052414
344.664379,50,79.128541
324.031459,50,79.214325
330.31734,50,79.292521
339.59135,50,79.37154
343.916571,50,79.9215
332.642269,50,80.006302
290.956475,50,80.092768
310.384281,50,80.164152
296.941084,50,80.22818
338.580767,50,80.812942
298.60815,50,80.918983
317.331447,50,81.029123
344.894809,50,81.135533
338.786996,50,81.226631
312.358501,50,82.001783
323.4859,50,82.116168
329.018531,50,82.195386
331.473886,50,82.26364
336.864968,50,82.37822
350.26625,50,83.116434
302.55538,50,83.266106
326.879862,50,83.358173
310.497466,50,83.448111
313.4409,50,83.539473
331.560453,50,84.478714
271.758512,50,84.586252
345.996502,50,84.669575
278.784436,50,84.755086
302.070228,50,84.862542
308.016567,50,85.659393
355.559143,50,85.762676
330.00595,50,85.863141
285.094611,50,85.94309
308.907601,50,86.023035
312.296538,50,86.778761
335.590703,50,87.013286
295.861055,50,87.20229
291.836608,50,87.315528
332.431936,50,87.41783
314.614913,50,87.952369
301.077004,50,88.038064
305.352315,50,88.113206
334.782091,50,88.192204
315.036587,50,88.279396
316.042759,50,88.359065
322.191104,50,88.825967
343.737147,50,88.906294
321.924866,50,88.987201
294.544875,50,89.071486
316.665795,50,89.151441
314.837466,50,89.832016
302.466985,50,89.911157
315.853608,50,89.983467
