#{"t_start": 1785497816.942168, "env_id": "DriverFatigue-v0"}
r,l,t
110.095719,50,0.025413
170.38019,50,0.033334
139.103811,50,0.105488
153.673974,50,0.183272
156.537661,50,0.266362
220.424074,50,0.335844
138.507231,50,0.416415
147.602197,50,0.488746
142.033945,50,0.583012
147.1792,50,0.661402
126.712181,50,0.745767
165.510168,50,0.816097
126.627228,50,0.900987
112.334573,50,0.983046
145.797059,50,1.064215
168.38615,50,1.13845
217.834849,50,1.233796
191.846571,50,1.309601
131.138766,50,1.390179
219.967927,50,1.476622
242.579396,50,1.56339
284.630441,50,1.645076
175.3049,50,1.742253
221.413877,50,1.81938
158.158827,50,1.899868
233.87246,50,1.983824
221.748091,50,2.068503
198.901414,50,2.143914
187.915892,50,2.236695
181.926833,50,2.313506
205.699463,50,2.39106
259.925276,50,2.470229
168.145902,50,2.552394
214.521092,50,2.646627
218.914454,50,2.731872
276.067164,50,2.801878
279.517732,50,2.899883
230.898924,50,2.986346
212.858447,50,3.087104
245.508629,50,3.168669
250.559629,50,3.258475
170.155425,50,3.339237
259.125049,50,3.427757
197.38434,50,3.515459
271.832977,50,3.601816
275.689048,50,3.687475
269.476861,50,3.771689
287.078695,50,3.84883
228.247406,50,3.956281
253.650871,50,4.047411
247.747841,50,4.134433
298.279346,50,4.214978
219.034953,50,4.312951
223.925277,50,4.393523
260.282633,50,4.484966
225.565496,50,4.56599
251.347023,50,4.66691
158.590169,50,4.766207
237.484705,50,4.854235
259.108027,50,4.942829
223.877056,50,5.047035
261.495674,50,5.134558
105.801568,50,5.227237
269.082835,50,5.317923
252.469852,50,5.412785
251.388421,50,5.50249
287.733062,50,5.59074
160.032337,50,5.675248
196.92412,50,5.777123
69.074529,50,5.869094
19.72893,50,5.95972
-108.52286,50,6.051044
243.116343,50,6.147696
268.259688,50,6.23289
250.992256,50,6.324941
211.896014,50,6.405965
143.68223,50,6.510063
216.602381,50,6.591036
-132.718014,50,6.684845
0.807167,50,6.790386
-52.190517,50,6.937422
93.966184,50,7.035204
188.016144,50,7.136957
-81.682189,50,7.221321
111.754061,50,7.323178
-38.820978,50,7.415335
198.493544,50,7.512966
182.10462,50,7.603464
58.289183,50,7.706319
-75.038078,50,7.806799
46.85951,50,7.904421
-55.391319,50,7.996051
-321.889993,50,8.103881
-7.362131,50,8.192339
-174.162438,50,8.291029
99.555025,50,8.390584
173.007004,50,8.481376
84.939695,50,8.582199
-147.020807,50,8.683342
-113.680105,50,8.78071
15.310542,50,8.893382
-32.045871,50,8.991501
-444.916655,38,9.078489
-326.915512,50,9.174719
61.37416,50,9.278365
-60.417351,50,9.382985
-483.461773,39,9.464498
134.171425,50,9.567419
-148.113933,50,9.674723
-442.970041,50,9.779581
-242.592745,50,9.882089
-207.952422,50,9.98581
69.742025,50,10.092025
90.223604,50,10.184716
-135.05792,50,10.272296
-457.536952,38,10.354693
-690.905354,49,10.455003
-320.851148,50,10.546482
-225.228354,50,10.637953
-395.148819,36,10.711816
-211.390265,50,10.809837
-305.002914,50,10.917662
-222.703216,50,11.018203
-10.731477,50,11.117865
-266.729235,50,11.223413
-40.514822,50,11.38303
-406.073342,30,11.447873
-457.400807,39,11.529649
-210.751449,50,11.63029
-699.736376,46,11.728186
85.923919,50,11.82724
-255.2868,50,11.925422
14.198233,50,12.031323
-306.664495,49,12.128576
25.670619,50,12.231717
-189.2675,50,12.334499
-133.234641,50,12.444674
-21.991828,50,12.549973
164.024259,50,12.643557
-13.749409,50,12.751616
-69.666611,50,12.847636
-249.212937,50,12.951711
-30.421346,50,13.053591
129.139562,50,13.15556
105.794991,50,13.262714
-205.830043,50,13.364562
-101.772621,50,13.460566
-130.524941,50,13.566887
6.968119,50,13.667997
-172.391737,50,13.775803
185.911292,50,13.875635
207.304393,50,13.971922
-176.671407,50,14.083029
78.437923,50,14.182648
40.994958,50,14.271031
119.85045,50,14.376567
-130.134022,50,14.474652
196.338997,50,14.584249
87.230783,50,14.679887
179.615553,50,14.782535
-0.865534,50,14.891949
2.906783,50,15.010496
58.200736,50,15.113565
138.251689,50,15.200347
-242.336145,50,15.286104
24.323841,50,15.38149
139.442371,50,15.466881
-72.326712,50,15.558274
43.370219,50,15.677164
-97.682097,50,15.770196
-431.680921,50,15.859108
-53.89827,50,15.942245
-216.008505,50,16.034686
151.929451,50,16.130882
-65.287366,50,16.222138
-206.630799,50,16.326406
3.955934,50,16.422789
-15.452395,50,16.531319
-311.251626,50,16.627073
59.498669,50,16.723978
36.720643,50,16.830732
73.254696,50,16.929735
-32.067237,50,17.021217
-9.618672,50,17.119147
-12.528582,50,17.216061
-82.087237,50,17.319458
-40.339149,50,17.408154
-502.113704,50,17.501951
-45.018168,50,17.60425
-24.044758,50,17.699689
-53.304708,50,17.802844
-216.206058,50,17.907379
-263.295424,50,18.01848
-2.808059,50,18.123765
-18.842741,50,18.218601
-273.527071,50,18.317145
154.539504,50,18.412284
46.340271,50,18.516335
129.382614,50,18.606857
-171.685279,50,18.708712
23.243025,50,18.810391
-43.031645,50,18.906944
81.089756,50,19.007845
197.506772,50,19.114415
309.220214,50,19.208445
274.266365,50,19.323002
206.954782,50,19.415758
232.417446,50,19.507896
184.272693,50,19.608001
117.997636,50,19.717065
244.166843,50,19.815409
98.262234,50,19.913588
191.600931,50,20.008494
214.083899,50,20.114501
128.007188,50,20.208897
-36.99033,50,20.309027
111.928213,50,20.411742
167.626901,50,20.509681
160.725589,50,20.614587
138.496825,50,20.716906
153.527742,50,20.816617
198.849,50,20.926948
150.106907,50,21.021167
260.669386,50,21.120826
-86.117252,50,21.220577
159.413136,50,21.319925
138.301032,50,21.434562
215.382586,50,21.524275
-230.337323,50,21.61627
139.473066,50,21.71265
74.214082,50,21.820184
-141.693481,50,21.932737
220.008663,50,22.033902
176.391536,50,22.194573
157.331542,50,22.328759
152.530625,50,22.436643
-154.749843,50,22.535791
-32.779331,50,22.637966
161.646081,50,22.74087
185.304598,50,22.843863
145.589577,50,22.956168
114.361935,50,23.060063
159.870011,50,23.157748
-22.897703,50,23.266993
168.687651,50,23.35116
133.601473,50,23.458276
35.975382,50,23.55227
70.284853,50,23.65869
-83.135336,50,23.759304
181.869499,50,23.858512
87.524025,50,23.948775
156.22122,50,24.052755
192.964758,50,24.146335
214.314696,50,24.249399
141.897251,50,24.334172
117.117022,50,24.43132
263.412415,50,24.536954
196.070776,50,24.635859
122.310622,50,24.730587
184.000024,50,24.831928
87.390559,50,24.929555
131.318801,50,25.030692
169.560915,50,25.116421
3.940573,50,25.21201
-60.382082,50,25.316704
180.685485,50,25.418942
-23.517328,50,25.519077
216.754782,50,25.615673
116.425488,50,25.724957
180.37711,50,25.827224
123.170514,50,25.916007
207.986063,50,26.013753
157.163973,50,26.114021
195.62736,50,26.204651
199.429556,50,26.293806
198.92328,50,26.381085
200.50696,50,26.49234
207.890741,50,26.59024
107.809503,50,26.684652
205.063746,50,26.778128
193.953022,50,26.869512
185.491305,50,26.971946
192.154983,50,27.055087
186.297305,50,27.159114
216.762334,50,27.251239
195.384089,50,27.345989
183.833673,50,27.440231
201.419445,50,27.534672
205.640618,50,27.638886
96.71651,50,27.744372
212.338447,50,27.835834
243.699195,50,27.944591
219.466711,50,28.043688
209.973712,50,28.140798
132.731963,50,28.238525
192.014649,50,28.321177
229.861553,50,28.435379
141.820416,50,28.530686
203.513011,50,28.632422
234.831901,50,28.738436
118.110488,50,28.83109
182.69528,50,28.948128
182.361198,50,29.043115
17.223799,50,29.147972
215.452217,50,29.250937
172.660861,50,29.346851
212.77156,50,29.437411
236.288651,50,29.52354
204.962884,50,29.612625
210.394487,50,29.714882
160.553961,50,29.80301
199.943164,50,29.898567
78.616174,50,29.997298
70.230345,50,30.112932
176.121133,50,30.197008
210.535448,50,30.297745
217.115075,50,30.396652
190.416149,50,30.498086
194.238935,50,30.582896
133.641067,50,30.69674
251.112791,50,30.762735
165.976637,50,30.86619
197.190465,50,30.957682
232.186629,50,31.104194
211.534676,50,31.281561
213.790068,50,31.438053
191.238101,50,31.554408
215.245127,50,31.659496
194.420645,50,31.790573
168.169436,50,31.930693
199.891632,50,32.070839
3.816322,50,32.218282
89.392661,50,32.352611
160.992451,50,32.491055
241.79324,50,32.618469
193.481177,50,32.756217
121.411716,50,32.893289
216.757926,50,33.037504
234.868137,50,33.176062
87.272648,50,33.316301
47.640785,50,33.451796
120.429742,50,33.594494
157.001035,50,33.740459
247.303455,50,33.879532
217.947708,50,34.029469
183.995441,50,34.162972
214.346884,50,34.290607
209.013834,50,34.439565
219.571465,50,34.718354
233.039045,50,34.860097
287.901996,50,34.999447
240.268768,50,35.13127
186.894693,50,35.271693
250.091047,50,35.417834
229.152998,50,35.548339
252.436008,50,35.663376
229.927551,50,35.820314
216.898631,50,35.96273
195.297626,50,36.106888
186.8179,50,36.25687
250.620119,50,36.414933
156.544144,50,36.550936
258.072793,50,36.691046
168.289845,50,36.839691
148.191011,50,37.002638
207.456856,50,37.141351
165.723617,50,37.272918
201.214393,50,37.406739
144.150074,50,37.532282
233.956171,50,37.673362
267.343398,50,37.796291
179.230783,50,37.945876
234.85532,50,38.081383
200.386336,50,38.212995
222.746388,50,38.3238
262.256898,50,38.450355
224.889172,50,38.586479
231.980213,50,38.729813
201.640519,50,38.874095
267.450119,50,39.004345
227.868521,50,39.144289
227.81771,50,39.26729
119.886528,50,39.391634
228.843648,50,39.520703
222.507889,50,39.633164
243.021915,50,39.764836
209.225014,50,39.881951
229.637846,50,40.020805
143.395449,50,40.145126
252.034141,50,40.28372
221.255842,50,40.40418
239.548811,50,40.522239
185.373944,50,40.654932
185.688944,50,40.794451
197.220139,50,40.92624
193.182125,50,41.070675
212.343166,50,41.207481
193.414641,50,41.329756
214.428481,50,41.465534
246.449615,50,41.595057
223.383046,50,41.720009
213.710943,50,41.851885
-2.76606,50,41.987184
223.558604,50,42.140828
317.716243,50,42.282461
297.316098,50,42.428815
297.313335,50,42.554227
213.644414,50,42.688205
274.971184,50,42.803724
265.815385,50,42.935053
203.442658,50,43.059711
277.248362,50,43.203444
270.844917,50,43.325881
293.353186,50,43.473511
260.786754,50,43.593114
276.107005,50,43.730326
285.46285,50,43.880635
248.528031,50,44.019692
284.818037,50,44.142743
255.973066,50,44.293743
290.085624,50,44.414766
245.114001,50,44.546038
261.0457,50,44.669055
245.83759,50,44.804541
261.858847,50,44.939284
291.023679,50,45.069761
220.726306,50,45.19857
206.469077,50,45.316211
260.508706,50,45.454273
182.399251,50,45.579902
230.673146,50,45.699613
266.177928,50,45.833187
249.459794,50,45.964141
299.781301,50,46.100197
261.802897,50,46.315522
313.962265,50,46.470524
250.841314,50,46.59981
270.671522,50,46.724343
236.839553,50,46.843967
290.026386,50,46.978295
282.46419,50,47.099914
274.654799,50,47.248525
199.062896,50,47.375672
222.546521,50,47.529727
301.093643,50,47.656418
181.241889,50,47.775927
287.538053,50,47.906183
287.901575,50,48.033864
278.531839,50,48.179626
296.256163,50,48.317248
253.663415,50,48.435622
278.443188,50,48.574312
307.772057,50,48.688553
292.470351,50,48.823604
121.480943,50,48.946212
280.277649,50,49.086532
291.19094,50,49.201601
271.949229,50,49.336237
209.444638,50,49.446185
269.560026,50,49.564493
207.624768,50,49.701229
268.300816,50,49.833611
240.208069,50,49.971425
309.570086,50,50.106715
242.570375,50,50.235496
222.651092,50,50.374309
285.247499,50,50.499311
288.627073,50,50.668658
261.633063,50,50.826374
291.482408,50,50.951275
323.035583,50,51.062327
259.39055,50,51.22828
262.970165,50,51.367399
264.05092,50,51.512071
264.665564,50,51.644373
222.237773,50,51.803233
286.307518,50,51.923184
249.277399,50,52.058969
