#{"t_start": 1785487131.5601592, "env_id": "DriverFatigue-v0"}
r,l,t
110.095719,50,0.074293
170.38019,50,0.099051
139.103811,50,0.310983
153.673974,50,0.509075
180.45234,50,0.773381
204.938668,50,0.933186
153.517315,50,1.063838
175.899409,50,1.171191
192.312686,50,1.275954
139.544171,50,1.387291
167.823757,50,1.491204
183.041329,50,1.596785
103.556081,50,1.811254
113.176558,50,2.005342
146.526133,50,2.124911
124.790393,50,2.221577
195.957196,50,2.336471
152.360734,50,2.431149
211.128425,50,2.531611
178.875777,50,2.654599
188.601271,50,2.788502
172.835851,50,2.890137
169.424482,50,3.012909
222.119562,50,3.114996
105.904134,50,3.2291
124.250529,50,3.340958
176.24602,50,3.444798
161.246767,50,3.548167
169.021626,50,3.661349
138.601073,50,3.759987
193.47557,50,3.890176
214.356188,50,4.01256
267.802315,50,4.133391
258.766484,50,4.235732
184.752592,50,4.34368
212.686011,50,4.483588
163.842299,50,4.681351
165.744691,50,4.843888
185.33636,50,4.9672
249.770408,50,5.069523
208.626253,50,5.1878
231.674779,50,5.2876
252.633709,50,5.383076
200.792612,50,5.485263
241.883898,50,5.612515
196.896453,50,5.714618
243.487121,50,5.826352
159.861479,50,5.933705
194.168484,50,6.053578
210.516601,50,6.182494
210.838429,50,6.287319
231.639612,50,6.407676
212.873631,50,6.532655
204.56736,50,6.641327
202.536389,50,6.762871
268.062646,50,6.864419
233.474212,50,6.990715
242.445639,50,7.099374
227.226949,50,7.208975
241.301223,50,7.326508
213.103251,50,7.437845
164.871857,50,7.549557
221.972361,50,7.657465
212.806075,50,7.7568
253.029534,50,7.883469
252.004829,50,7.987723
246.657151,50,8.093729
226.164405,50,8.246244
217.177272,50,8.471259
191.025262,50,8.60576
132.762218,50,8.776758
226.179057,50,8.897664
237.573846,50,9.02357
231.272499,50,9.14139
244.727788,50,9.253779
261.353379,50,9.372372
198.112657,50,9.496432
161.103421,50,9.597651
185.706595,50,9.745896
204.96025,50,9.935715
199.18852,50,10.113763
233.648498,50,10.241804
186.401712,50,10.377725
226.060751,50,10.502377
258.591027,50,10.654933
217.187959,50,10.776911
245.527153,50,10.904329
219.515032,50,11.027906
273.321628,50,11.156087
275.586342,50,11.27261
251.87499,50,11.388393
211.105794,50,11.517994
192.043303,50,11.642634
290.209052,50,11.758661
277.809371,50,11.882634
205.214452,50,11.98915
256.470816,50,12.119962
258.113183,50,12.226918
227.76939,50,12.34805
220.110317,50,12.456888
240.635458,50,12.600303
279.667623,50,12.756436
244.026283,50,12.92783
243.206283,50,13.062535
196.729802,50,13.197226
293.504045,50,13.320726
278.903532,50,13.455201
258.129864,50,13.5712
278.425829,50,13.709332
181.096019,50,13.826649
245.538829,50,13.957613
252.113266,50,14.071298
203.246225,50,14.311002
209.798369,50,14.42124
121.552895,50,14.542528
53.837312,50,14.658323
254.344183,50,14.831322
247.272652,50,15.001124
235.451385,50,15.189242
193.151148,50,15.348069
236.043408,50,15.488033
258.316476,50,15.609211
328.077918,50,15.739294
211.728128,50,15.857949
242.495395,50,16.001275
242.620349,50,16.114779
145.473182,50,16.242527
-41.105995,50,16.366249
192.653391,50,16.498492
72.381677,50,16.61776
287.298758,50,16.730543
-20.409071,50,16.864986
119.900714,50,16.997756
53.236668,50,17.129762
234.315025,50,17.280741
201.077814,50,17.406872
144.836928,50,17.5499
221.020127,50,17.671604
110.200009,50,17.831538
251.376462,50,17.98592
190.596679,50,18.154443
6.060345,50,18.278055
150.830945,50,18.41616
236.647954,50,18.53087
176.952962,50,18.673842
192.217775,50,18.798575
143.867527,50,18.925487
122.60204,50,19.047663
144.528811,50,19.177919
193.681975,50,19.323845
124.712853,50,19.454463
