#{"t_start": 1785491940.8068492, "env_id": "DriverFatigue-v0"}
r,l,t
189.076519,50,0.123055
179.05092,50,0.237898
126.472347,50,0.372054
113.052187,50,0.495317
16.106358,50,0.573291
205.119028,50,0.673228
215.733517,50,0.741792
148.18801,50,0.854631
229.654316,50,0.949847
-37.691124,50,1.085567
-216.433672,50,1.166007
80.870925,50,1.281963
-33.063693,50,1.3888
165.277009,50,1.452848
172.145402,50,1.526942
219.261692,50,1.639639
105.934832,50,1.786009
35.984124,50,1.899999
125.181949,50,2.009893
123.857355,50,2.135367
-37.978114,50,2.246726
235.976244,50,2.370661
-27.892632,50,2.483095
-97.628764,50,2.615128
256.866478,50,2.716961
-58.577277,50,2.823247
177.433952,50,2.949677
-162.673611,50,3.081262
59.958496,50,3.191885
12.144598,50,3.287858
281.085826,50,3.443086
46.396837,50,3.593205
284.80842,50,3.736633
116.470504,50,3.907056
228.551685,50,4.01305
177.73518,50,4.099771
27.508433,50,4.215235
19.407732,50,4.287502
-480.336049,46,4.39177
-243.59914,50,4.532821
197.524605,50,4.687901
-101.047561,50,4.844109
258.02389,50,5.007891
141.181281,50,5.181893
-202.403198,50,5.500393
94.486115,50,5.689301
-10.833942,50,5.82541
-14.6702,50,5.912002
137.44698,50,6.03309
-184.615752,50,6.124952
26.172697,50,6.255014
126.44302,50,6.354906
76.922152,50,6.496158
-203.919505,50,6.618376
91.940386,50,6.757796
-18.00952,50,6.860005
72.47197,50,6.950458
90.655673,50,7.035252
149.305342,50,7.139889
-63.281384,50,7.281644
-482.139565,46,7.397043
93.42908,50,7.532936
213.421404,50,7.661634
19.735447,50,7.826256
220.476883,50,7.935136
-219.023821,50,8.068191
277.518935,50,8.180167
135.535265,50,8.315642
-455.824126,50,8.430135
120.808748,50,8.510953
-135.686006,50,8.589771
100.985845,50,8.699968
117.277326,50,8.786994
213.865098,50,8.919094
321.860684,50,9.050144
-11.060331,50,9.173225
-6.558701,50,9.31038
125.956728,50,9.463212
237.24804,50,9.602905
182.41959,50,9.73143
-147.885633,50,9.873043
116.989553,50,10.012033
124.496942,50,10.167134
61.867803,50,10.333059
235.405513,50,10.459918
110.413403,50,10.539002
203.723302,50,10.628301
231.342751,50,10.725284
242.457314,50,10.850029
252.110593,50,10.962132
148.766541,50,11.085475
198.449994,50,11.194944
96.85869,50,11.278859
199.256823,50,11.378007
272.185063,50,11.445248
-97.953069,50,11.52498
-36.562206,50,11.65853
214.050053,50,11.77317
26.788491,50,11.890123
297.248333,50,11.990084
189.453257,50,12.117706
156.844492,50,12.1814
150.320237,50,12.298893
119.750332,50,12.389774
164.164481,50,12.481009
206.578364,50,12.553354
62.389933,50,12.671975
224.122132,50,12.793177
179.112111,50,12.891751
-106.882355,50,12.985069
116.002661,50,13.104939
93.285032,50,13.169662
149.917528,50,13.263758
141.762507,50,13.385545
144.079242,50,13.451573
-170.71918,50,13.545315
157.346929,50,13.635346
-57.074854,50,13.755614
-78.274523,50,13.870645
-47.955266,50,13.981666
88.318575,50,14.094944
209.626831,50,14.208839
-41.417994,50,14.329841
283.971741,50,14.404991
164.553128,50,14.528243
42.117202,50,14.629823
-24.374514,50,14.754464
22.180188,50,14.865113
-94.046531,50,14.950134
-45.428457,50,15.025458
15.428818,50,15.152086
166.634657,50,15.259882
115.004398,50,15.337196
-314.637591,50,15.468391
220.981984,50,15.56692
144.718317,50,15.664871
285.349968,50,15.783005
104.273779,50,15.845197
-15.093196,50,15.920033
162.215179,50,16.013009
-133.607794,50,16.119994
305.328236,50,16.195557
-71.330934,50,16.282877
76.920837,50,16.40209
124.356996,50,16.494148
-11.256544,50,16.605125
59.616857,50,16.711971
16.381896,50,16.789912
155.923274,50,16.861908
-34.631768,50,16.941945
266.237578,50,17.012985
192.161538,50,17.092528
-168.818427,50,17.217216
-205.494246,50,17.307766
-55.948862,50,17.442511
110.206766,50,17.519627
-130.087665,50,17.621795
196.380348,50,17.723707
73.67066,50,17.789833
174.884747,50,17.866511
155.027869,50,17.971909
-292.064304,50,18.037131
178.959397,50,18.137598
-389.927497,50,18.284893
130.275945,50,18.455207
-203.730978,50,18.614629
-102.505532,50,18.749862
-192.051738,50,18.857127
-17.95957,50,18.967377
233.81392,50,19.037268
275.764895,50,19.153033
155.856238,50,19.262948
-113.04769,50,19.376858
213.815779,50,19.467981
197.484181,50,19.602533
-173.183865,50,19.729994
150.616669,50,19.869895
150.237071,50,19.988902
49.47125,50,20.090203
152.245367,50,20.179776
-55.299119,50,20.304219
118.067836,50,20.400342
149.918087,50,20.516969
-12.02696,50,20.62482
-47.719807,50,20.691988
55.248838,50,20.817032
270.280303,50,20.892227
243.524537,50,20.992693
112.748118,50,21.081533
