#{"t_start": 1785492053.4900298, "env_id": "DriverFatigue-v0"}
r,l,t
180.483085,50,0.075589
218.770438,50,0.159892
174.003963,50,0.254153
167.726448,50,0.338775
3.787779,50,0.429846
266.153889,50,0.524305
289.778286,50,0.606442
192.701365,50,0.685969
231.808902,50,0.778479
180.208878,50,0.861977
27.905985,50,0.953084
272.683511,50,1.04828
241.123385,50,1.121646
185.51318,50,1.180879
197.419829,50,1.23738
233.755036,50,1.331777
203.908792,50,1.414027
194.234936,50,1.513981
164.97256,50,1.606851
132.991649,50,1.667668
-21.204095,50,1.718708
263.194762,50,1.768851
158.963674,50,1.859679
-27.966597,50,1.916654
237.3757,50,1.973777
130.386494,50,2.067417
177.408609,50,2.122078
48.1306,50,2.217594
138.386266,50,2.306628
127.119481,50,2.362612
239.561002,50,2.416843
235.196324,50,2.511322
225.796029,50,2.589616
231.406196,50,2.638537
231.70974,50,2.686832
242.710609,50,2.742106
172.817804,50,2.798459
142.592289,50,2.846634
193.56968,50,2.911212
-25.311408,50,2.959603
210.106436,50,3.024953
67.491011,50,3.114954
271.573486,50,3.167105
212.66341,50,3.219976
282.510301,50,3.270646
160.264017,50,3.351252
241.597481,50,3.436633
226.876362,50,3.535142
305.705137,50,3.605825
178.608626,50,3.67881
230.05828,50,3.776792
218.822093,50,3.85659
229.262413,50,3.906813
152.731831,50,4.002397
147.247746,50,4.089997
223.093719,50,4.148564
231.986088,50,4.197989
126.558955,50,4.254284
225.256685,50,4.343212
222.740489,50,4.389924
165.420838,50,4.441276
218.526725,50,4.49371
228.81494,50,4.560745
191.675333,50,4.646827
255.831775,50,4.739626
58.416226,50,4.818946
288.922386,50,4.882365
268.778044,50,5.001928
173.280338,50,5.100876
169.687806,50,5.182451
81.268625,50,5.266689
71.582755,50,5.333137
237.912777,50,5.411165
139.428908,50,5.493451
300.420623,50,5.589843
122.198565,50,5.659622
220.044646,50,5.709944
268.014604,50,5.772375
231.065656,50,5.859569
243.043562,50,5.92391
227.182703,50,6.021101
254.922203,50,6.099997
227.64187,50,6.18363
225.171186,50,6.279982
