#{"t_start": 1785500752.050408, "env_id": "DriverFatigue-v0"}
r,l,t
180.483085,50,0.101856
218.770438,50,0.19783
174.003963,50,0.281329
206.563324,50,0.357416
35.420727,50,0.45692
184.819153,50,0.56067
42.080069,50,0.670745
123.645574,50,0.766039
239.270182,50,0.814648
137.569399,50,0.889305
-54.211371,50,0.983332
121.394347,50,1.073226
9.936962,50,1.167271
155.73601,50,1.262379
150.94278,50,1.361463
259.762256,50,1.461767
-46.142561,50,1.538479
147.612371,50,1.628082
234.792592,50,1.683398
230.353421,50,1.748008
18.250505,50,1.843595
219.57361,50,1.939276
137.135958,50,2.004467
-67.536341,50,2.058227
222.874405,50,2.116246
121.29404,50,2.171519
224.083257,50,2.222007
86.162459,50,2.300904
112.415148,50,2.39185
184.659977,50,2.458954
239.821455,50,2.537562
135.613539,50,2.622813
195.986043,50,2.704569
208.136863,50,2.750345
215.14535,50,2.828264
218.614917,50,2.904418
89.912042,50,2.964768
157.497914,50,3.053243
209.870333,50,3.139578
129.549204,50,3.216166
191.329375,50,3.306394
164.122171,50,3.349741
222.238955,50,3.408448
248.508952,50,3.488263
234.318991,50,3.57645
199.791062,50,3.657466
251.316057,50,3.741864
207.062434,50,3.829154
231.809209,50,3.909204
149.153131,50,4.009125
200.285378,50,4.098805
193.395833,50,4.18744
190.124194,50,4.278611
193.748222,50,4.360246
191.02745,50,4.448974
44.118163,50,4.540867
270.439681,50,4.609865
181.164744,50,4.659554
254.837402,50,4.741176
230.392505,50,4.830114
159.527544,50,4.924894
167.609149,50,5.01414
190.76611,50,5.093729
201.802724,50,5.178075
252.540803,50,5.256323
173.479193,50,5.337887
241.613426,50,5.393701
255.571554,50,5.45264
92.961601,50,5.512905
250.438531,50,5.616745
194.811635,50,5.698389
144.986198,50,5.757886
282.252922,50,5.824471
154.613169,50,5.873968
302.775404,50,5.990165
-51.372487,50,6.085143
107.58241,50,6.16925
197.810353,50,6.225803
244.621118,50,6.285588
242.411867,50,6.378532
104.997602,50,6.445565
250.413036,50,6.524786
251.381113,50,6.613965
307.128953,50,6.687459
193.021015,50,6.771817
153.794842,50,6.834717
258.010588,50,6.878519
154.868314,50,6.93126
242.402065,50,7.016047
299.180863,50,7.100728
100.81775,50,7.144755
158.3278,50,7.18765
163.117099,50,7.253944
246.426781,50,7.321003
285.496247,50,7.400866
265.444975,50,7.494013
260.078171,50,7.57564
266.933504,50,7.659441
251.652287,50,7.740669
268.568068,50,7.805764
262.200335,50,7.899261
267.250929,50,7.997694
210.284655,50,8.083264
222.992468,50,8.162063
236.01246,50,8.256856
214.177455,50,8.316808
211.15001,50,8.400219
275.536167,50,8.501025
193.532528,50,8.590707
282.766876,50,8.692299
228.430023,50,8.786624
215.789438,50,8.848637
237.79764,50,8.939878
212.72169,50,9.026494
230.546481,50,9.09111
176.337156,50,9.193502
253.256906,50,9.283191
25.965948,50,9.374894
243.250603,50,9.480067
231.746915,50,9.556078
166.09328,50,9.634485
254.427953,50,9.697975
287.547383,50,9.747086
236.87256,50,9.82204
253.999347,50,9.876489
99.662793,50,9.941614
45.691173,50,9.999873
185.648169,50,10.054948
121.944487,50,10.116961
104.601101,50,10.180484
203.41173,50,10.24461
237.562318,50,10.308887
277.529733,50,10.412957
35.617626,50,10.513102
206.029397,50,10.58709
254.624693,50,10.790662
252.680172,50,10.932042
203.106667,50,11.002012
143.256447,50,11.079996
72.369847,50,11.174992
136.98708,50,11.276539
235.602408,50,11.371057
190.229251,50,11.445437
254.111448,50,11.52544
199.582727,50,11.62398
207.207941,50,11.713123
172.582732,50,11.818506
143.519116,50,11.912926
183.102455,50,11.978428
93.053389,50,12.068666
255.372015,50,12.166167
248.783449,50,12.256675
205.168011,50,12.350827
254.471227,50,12.439859
263.985111,50,12.503475
254.503006,50,12.562005
39.225469,50,12.61941
217.241937,50,12.703129
71.931822,50,12.752033
116.109243,50,12.806837
244.911683,50,12.910816
188.306169,50,13.02214
137.934658,50,13.137728
83.873514,50,13.201715
212.862497,50,13.277017
197.884896,50,13.373781
242.03185,50,13.466328
78.713324,50,13.560038
228.728041,50,13.61361
171.796574,50,13.707366
270.508893,50,13.756111
264.873327,50,13.808149
227.184254,50,13.876548
240.465417,50,13.929508
236.746974,50,13.992561
165.519854,50,14.091896
112.990173,50,14.146493
163.180697,50,14.222222
241.101976,50,14.319602
285.477187,50,14.409513
261.433197,50,14.468854
212.024323,50,14.525443
264.182434,50,14.597365
125.27198,50,14.703633
-5.593558,50,14.800297
263.876967,50,14.901661
208.825673,50,14.990262
244.013235,50,15.061935
276.376122,50,15.152097
275.338248,50,15.238329
252.878936,50,15.326206
274.629859,50,15.418823
164.452532,50,15.503973
218.274246,50,15.605648
119.978147,50,15.693273
232.371547,50,15.750232
262.410425,50,15.845674
205.454871,50,15.934292
189.650709,50,16.025014
164.33734,50,16.111827
255.220539,50,16.205751
151.261878,50,16.309315
264.609153,50,16.372255
252.582334,50,16.418147
101.212878,50,16.496431
65.932713,50,16.590061
199.949318,50,16.673117
