episode,reward
1,-237.1584587097168
2,-182.50938320159912
3,-181.8183717727661
4,-112.92955875396729
5,55.05168390274048
6,11.26675033569336
7,52.55541944503784
8,-30.362823486328125
9,-235.47611808776855
10,-81.56148910522461
11,-91.21256256103516
12,-148.0136079788208
13,-206.21824169158936
14,-192.4317388534546
15,-193.2108383178711
16,-196.57335662841797
17,-158.43539094924927
18,-5.40031099319458
19,208.80535459518433
20,-236.5565700531006
21,49.24645471572876
22,-115.9921441078186
23,-100.15503454208374
24,-60.76913022994995
25,-99.22059059143066
26,38.08478355407715
27,-64.31230974197388
28,96.57409000396729
29,-97.5008773803711
30,-110.10015964508057
31,-130.16270685195923
32,-79.115731716156
33,-73.57447624206543
34,-50.36930751800537
35,-77.36358642578125
36,-153.23599863052368
37,-37.0374550819397
38,-168.9211597442627
39,-95.42729902267456
40,-122.73532629013062
41,-111.59781694412231
42,-156.92120265960693
43,-86.16235637664795
44,-6.515600681304932
45,-67.00224113464355
46,-127.89523887634277
47,-21.66590976715088
48,-88.00180578231812
49,-52.62085580825806
50,-143.01008653640747
51,-159.6053490638733
52,-121.65246820449829
53,-174.15270900726318
54,-122.79382133483887
55,-117.08836889266968
56,-134.74665021896362
57,-116.07934188842773
58,-98.49784803390503
59,-105.01724338531494
60,-86.58812427520752
61,-139.292986869812
62,-100.28949213027954
63,-118.8642029762268
64,-110.63894748687744
65,-121.26311492919922
66,-89.70945501327515
67,-37.67017841339111
68,-119.87056064605713
69,-53.611422061920166
70,-144.7231216430664
71,-157.61746454238892
72,-122.46006393432617
73,-112.16277837753296
74,-50.77413320541382
75,-60.88394212722778
76,-103.74049663543701
77,-122.1947283744812
78,-146.9361071586609
79,-109.27568674087524
80,-106.08643770217896
81,-50.947229862213135
82,-153.5504183769226
83,-146.1207718849182
84,-62.43033170700073
85,-54.77976989746094
86,-95.4450626373291
87,-2.6431093215942383
88,-71.3281602859497
89,-91.34921598434448
90,22.407644748687744
91,-103.17088556289673
92,-190.42679262161255
93,-129.67384576797485
94,-108.24042701721191
95,-71.8649091720581
96,-128.21798467636108
97,-77.50936126708984
98,-120.91810607910156
99,-135.15358018875122
100,-132.51096487045288
101,-108.99851751327515
102,-45.85323905944824
103,-96.3302412033081
104,-117.51849174499512
105,-101.0627236366272
106,-55.492817878723145
107,-141.73089790344238
108,-142.08710432052612
109,-91.6311616897583
110,-60.98323583602905
111,-101.6448974609375
112,-148.76205205917358
113,-112.69654083251953
114,-48.399277210235596
115,-158.34224128723145
116,-88.46993017196655
117,-103.88690328598022
118,-114.73637056350708
119,-125.1987681388855
120,-123.42563343048096
121,-127.88803291320801
122,-84.43882894515991
123,-106.47036838531494
124,-112.69277906417847
125,-91.9061450958252
126,-153.06767988204956
127,-154.1548948287964
128,-99.42480134963989
129,-123.12619113922119
130,-72.7021975517273
131,-63.998783588409424
132,-119.35156488418579
133,-140.1653757095337
134,-188.83235549926758
135,-100.20681428909302
136,-152.07828903198242
137,-143.40252017974854
138,-156.8082571029663
139,-119.52017831802368
140,-111.04253911972046
141,-148.9269003868103
142,-50.716206073760986
143,-103.15252256393433
144,-178.82819080352783
145,-99.52957963943481
146,-67.20102596282959
147,-171.46586561203003
148,-120.94728374481201
149,-118.57781505584717
150,-130.38281059265137
151,-58.07735586166382
152,-42.55896186828613
153,-138.48882961273193
154,-61.26930570602417
155,-91.52642631530762
156,-8.145732402801514
157,-93.33160781860352
158,-114.40957021713257
159,-142.1970181465149
160,-149.64680862426758
161,-125.63979148864746
162,-135.80481386184692
163,-101.69967555999756
164,-109.58152198791504
165,-62.59837007522583
166,-114.95482397079468
167,-119.09429168701172
168,-150.49460077285767
169,-116.62399959564209
170,-162.67942190170288
171,-30.22060489654541
172,-144.9872374534607
173,-105.70226716995239
174,-151.5933895111084
175,-174.4402313232422
176,-77.7906265258789
177,-127.16347885131836
178,-97.48369979858398
179,-91.00357818603516
180,-124.8184289932251
181,-34.986286640167236
182,-164.366455078125
183,-124.18808937072754
184,-98.31044292449951
185,-112.9429578781128
186,-36.669522762298584
187,-24.60329580307007
188,-156.27263116836548
189,-69.70643949508667
190,-52.34631824493408
191,-179.14148712158203
192,-40.22153997421265
193,-126.9422025680542
194,-95.89634561538696
195,-85.34294891357422
196,-69.70897912979126
197,-118.04904270172119
198,-40.90862417221069
199,-87.40549850463867
200,-123.46658849716187
201,-127.77030277252197
202,-113.16123008728027
203,-130.88699197769165
204,-52.22099304199219
205,-94.26458549499512
206,-128.40762329101562
207,-99.05556201934814
208,9.803302764892578
209,-181.6267294883728
210,-107.7750997543335
211,-161.41746139526367
212,-31.66353988647461
213,-85.8038420677185
214,-128.76809549331665
215,-173.8983154296875
216,-129.92501831054688
217,-90.08225011825562
218,-187.8627586364746
219,-122.4798231124878
220,-111.8645715713501
221,-172.25731706619263
222,-39.05668258666992
223,-96.47173643112183
224,-128.8192491531372
225,-85.17482900619507
226,-109.09626150131226
227,-81.27039337158203
228,-151.98223066329956
229,-94.93578672409058
230,-71.02226495742798
231,18.22379446029663
232,-68.76184844970703
233,-141.67009687423706
234,-141.7249345779419
235,-144.194411277771
236,-57.88619804382324
237,-166.2720012664795
238,-103.99246168136597
239,-87.07924890518188
240,-59.25423717498779
241,-136.75628423690796
242,-96.05599880218506
243,-106.31172895431519
244,-117.94015169143677
245,-134.67219734191895
246,-52.71862268447876
247,-43.46148109436035
248,-92.62280893325806
249,-80.85730218887329
250,-134.49658918380737
251,-138.83773517608643
252,-91.11264181137085
253,-153.0835018157959
254,-51.679887771606445
255,-77.59481954574585
256,-131.43719863891602
257,-99.9443416595459
258,-10.433931350708008
259,-133.33687829971313
260,-164.8026304244995
261,-85.94974565505981
262,-84.85113668441772
263,-59.41222429275513
264,-114.79669237136841
265,-99.1199541091919
266,-131.12308740615845
267,-158.18100452423096
268,-111.13769865036011
269,-101.19096183776855
270,-94.70342922210693
271,-105.27141380310059
272,-102.3196668624878
273,-110.86509609222412
274,-71.98322534561157
275,-131.13505506515503
276,-94.2368950843811
277,-146.04952430725098
278,-108.22835779190063
279,-162.972065448761
280,-79.44321823120117
281,-72.37607431411743
282,-66.41336011886597
283,-83.90769910812378
284,-130.68711185455322
285,-82.65469789505005
286,-107.05440521240234
287,-117.8713607788086
288,-104.59433031082153
289,-31.42490243911743
290,-108.34081220626831
291,-42.47237300872803
292,-123.96706438064575
293,-113.3287935256958
294,-143.86944341659546
295,-111.64976263046265
296,-168.40179347991943
297,-128.52544927597046
298,-163.9613013267517
299,-134.76942110061646
300,-115.95838499069214
301,-90.46446466445923
302,-78.08168601989746
303,-91.3553957939148
304,-138.47595071792603
305,-58.321744441986084
306,-135.90796995162964
307,-95.71292686462402
308,-67.41789150238037
309,-126.91976499557495
310,-92.170090675354
311,12.555768966674805
312,-113.58893918991089
313,-71.88105726242065
314,-129.42876434326172
315,-121.01045322418213
316,-107.70282220840454
317,-130.15743398666382
318,-124.6412787437439
319,-154.9372410774231
320,-149.79380178451538
321,-80.304678440094
322,-185.06988096237183
323,-34.779067516326904
324,-141.6597728729248
325,-146.47629070281982
326,-143.26109743118286
327,-121.65366649627686
328,-106.81018400192261
329,-114.2743353843689
330,-101.66415596008301
331,-93.78554201126099
332,-107.43970584869385
333,-105.09287548065186
334,-68.79730558395386
335,-113.65629529953003
336,-126.75687265396118
337,-114.62099170684814
338,-50.047428607940674
339,-131.37822580337524
340,-130.4616961479187
341,-70.18317604064941
342,-122.19530630111694
343,-123.14892196655273
344,-143.43376302719116
345,-100.89248371124268
346,-127.41262578964233
347,-40.84114074707031
348,-130.01281690597534
349,-115.25435161590576
350,-15.899778366088867
351,-168.58943891525269
352,-107.64325666427612
353,-168.8421778678894
354,-87.45513343811035
355,-102.14579582214355
356,-147.81558752059937
357,-167.6782112121582
358,-148.87441682815552
359,-114.5351734161377
360,-120.62973880767822
361,-72.31202030181885
362,-89.9110198020935
363,-156.47577238082886
364,-171.80865955352783
365,-68.93619298934937
366,-135.97732734680176
367,-12.840883731842041
368,-113.75447511672974
369,-4.344193458557129
370,-5.868786811828613
371,-53.94886541366577
372,-83.62822580337524
373,-142.84469318389893
374,-171.70258474349976
375,-118.43890190124512
376,-56.76555109024048
377,-147.34571504592896
378,-107.92888879776001
379,-123.35333204269409
380,-73.03240251541138
381,-113.96470785140991
382,-90.78855752944946
383,-42.96866035461426
384,-139.68738174438477
385,-145.18861722946167
386,-116.17341470718384
387,-158.39114332199097
388,-152.43705034255981
389,-76.50826740264893
390,-130.0923523902893
391,-75.17546129226685
392,-56.64654350280762
393,-127.00304794311523
394,-163.24041652679443
395,-44.89645576477051
396,-160.7157688140869
397,-183.93516635894775
398,-146.83502626419067
399,-112.76973867416382
400,-91.23363256454468
401,-91.01185750961304
402,-74.97947216033936
403,-143.26271867752075
404,-117.15605115890503
405,-56.37230443954468
406,-152.85769605636597
407,-78.36616325378418
