episode,reward
1,-107.90788221359253
2,172.81097793579102
3,86.18206214904785
4,96.1530237197876
5,108.95121955871582
6,18.386455535888672
7,53.33858585357666
8,63.616506576538086
9,39.74466896057129
10,35.71063232421875
11,160.21366119384766
12,68.16932106018066
13,169.2305679321289
14,141.8976535797119
15,224.22540044784546
16,246.4858078956604
17,174.16703844070435
18,-206.79992008209229
19,-556.4925327301025
20,-364.1220278739929
21,-300.72676134109497
22,-283.3441138267517
23,-403.58050870895386
24,-354.947829246521
25,-411.6812062263489
26,-557.6907444000244
27,-446.1053533554077
28,-312.3613624572754
29,-468.53850269317627
30,-424.67652130126953
31,-497.9731140136719
32,-307.77926778793335
33,-297.7861967086792
34,-410.2341341972351
35,-463.2971558570862
36,-295.8822784423828
37,-500.36154985427856
38,-419.2802667617798
39,-384.0663137435913
40,-484.70839834213257
41,-493.82384061813354
42,-493.8961181640625
43,-309.20964908599854
44,-555.057535648346
45,-396.26002836227417
46,-499.5342974662781
47,-284.8411989212036
48,-261.30261182785034
49,-298.3411383628845
50,-412.7985119819641
51,-436.5640158653259
52,-307.1156716346741
53,-291.69027280807495
54,-340.7133951187134
55,-331.983868598938
56,-316.7056894302368
57,-352.24445390701294
58,-399.88675689697266
59,-298.9153275489807
60,-405.51893854141235
61,-361.6242151260376
62,-456.3738603591919
63,-567.408525466919
64,-471.651442527771
65,-385.0382237434387
66,-481.6265187263489
67,-355.0256061553955
68,-348.354856967926
69,-416.8383026123047
70,-335.41515350341797
71,-258.144446849823
72,-439.18864583969116
73,-423.8118486404419
74,-371.4618673324585
75,-495.10395908355713
76,-528.9949531555176
77,-416.59599208831787
78,-428.5489454269409
79,-330.3571882247925
80,-422.2465262413025
81,-367.4126658439636
82,-278.09850692749023
83,-436.690336227417
84,-383.9258146286011
85,-451.28822231292725
86,-459.78925037384033
87,-524.7553339004517
88,-490.9444770812988
89,-428.8686227798462
90,-394.40750551223755
91,-549.4793047904968
92,-281.4354557991028
93,-436.99768114089966
94,-476.02174186706543
95,-433.51785469055176
96,-421.3828125
97,-305.32648611068726
98,-334.60676431655884
99,-420.4991841316223
100,-416.073091506958
101,-256.40132331848145
102,-322.33900451660156
103,-278.33410120010376
104,-315.78693771362305
105,-330.9750061035156
106,-354.09774923324585
107,-469.73074102401733
108,-371.247127532959
109,-525.3321866989136
110,-344.0113387107849
111,-240.9806046485901
112,-438.2519073486328
113,-322.3448095321655
114,-490.01683235168457
115,-248.03474235534668
116,-342.4608144760132
117,-301.8522515296936
118,-374.97069931030273
119,-235.77992630004883
120,-420.46527576446533
121,-367.8326654434204
122,-442.90920877456665
123,-417.1678328514099
124,-375.0562410354614
125,-355.3073410987854
126,-304.4239068031311
127,-425.1512060165405
128,-252.31162786483765
129,-426.8115577697754
130,-505.31058979034424
131,-436.92748069763184
132,-358.945764541626
133,-402.99400806427
134,-426.0079436302185
135,-308.50474786758423
136,-512.0731739997864
137,-241.4002170562744
138,-374.0259647369385
139,-439.13312816619873
140,-357.5864906311035
141,-360.539813041687
142,-296.442503452301
143,-304.70922088623047
144,-325.6005263328552
145,-333.00698709487915
146,-305.20446825027466
147,-514.1879472732544
148,-93.83268690109253
149,-196.99545240402222
150,226.89693117141724
151,47.33168649673462
152,254.50484943389893
153,17.822965621948242
154,187.17135047912598
155,-215.518159866333
156,23.707520961761475
157,-276.1057925224304
158,-370.8286280632019
159,-342.3010597229004
160,-129.62005519866943
161,-273.3956069946289
162,-369.86158990859985
163,-91.58911418914795
164,-155.53441858291626
165,-29.97774076461792
166,73.60834407806396
167,-138.69076204299927
168,131.36860609054565
169,-34.35978841781616
170,-64.31316328048706
171,-30.55755376815796
172,200.7784481048584
173,174.9048399925232
174,239.09895133972168
175,191.86229705810547
176,194.0947504043579
177,231.27223443984985
178,220.68114233016968
179,72.28930521011353
180,52.05154275894165
181,-229.66950368881226
182,-233.73241758346558
183,-274.3343315124512
184,-402.79829120635986
185,-330.1109480857849
186,-279.9562587738037
187,-362.24364709854126
188,-379.4305682182312
189,-415.74293184280396
190,-270.9383955001831
191,-497.5346384048462
192,-396.4943742752075
193,-464.5117812156677
194,-331.5343704223633
195,-320.37851667404175
196,-301.9836382865906
197,-520.2095975875854
198,-484.4669876098633
199,-462.20219230651855
200,-402.33569622039795
201,-404.9982213973999
202,-444.0151958465576
203,-368.37576627731323
204,-228.35570430755615
205,-516.1703314781189
206,-469.06993293762207
207,-406.75126361846924
208,-458.53106594085693
209,-452.53612518310547
210,-520.4050178527832
211,-395.7373399734497
212,-347.0662546157837
213,-383.8653349876404
214,-381.88957595825195
215,-542.7177791595459
216,-361.6015319824219
217,-489.5481081008911
218,-438.60695219039917
219,-342.2841114997864
220,-383.546733379364
221,-363.02318143844604
222,-409.3120541572571
223,-305.15865087509155
224,-396.43774604797363
225,-383.7795362472534
226,-231.71161079406738
227,-303.97865867614746
228,-325.1005368232727
229,-347.35572052001953
230,-294.5065097808838
231,-484.5523958206177
232,-355.2806510925293
233,-280.6106843948364
234,-578.148289680481
235,-348.43822050094604
236,-400.2417001724243
237,-480.07142639160156
238,-352.8580904006958
239,-359.5700726509094
240,-357.07395935058594
241,-436.64148902893066
242,-442.7302579879761
243,-400.1456537246704
244,-224.3652138710022
245,-385.13793563842773
246,-469.48383474349976
247,-373.1531472206116
248,-412.99558210372925
249,-433.3058400154114
250,-363.9678039550781
251,-429.3603525161743
252,-286.80471754074097
253,-417.92137384414673
254,-209.38292980194092
255,-351.08810472488403
256,-374.2592554092407
257,-296.8227481842041
258,-468.33959197998047
259,-284.48637294769287
260,-252.13125801086426
261,-430.01620054244995
262,-266.379243850708
263,-403.2734045982361
264,-328.08175563812256
265,-306.7079071998596
266,-352.2087769508362
267,-307.0444874763489
268,-340.21687841415405
269,-270.37488746643066
270,-396.5773868560791
271,-318.3371238708496
272,-401.04162645339966
273,-139.71395015716553
274,-314.50245428085327
275,-304.8402752876282
276,-374.7679672241211
277,-391.5690188407898
278,-273.22500705718994
279,-386.80694913864136
280,-404.7919864654541
281,-438.5930829048157
282,-355.79789447784424
283,-363.70054149627686
284,-250.02844524383545
285,-285.98749017715454
